loss,L,RL,C,RC,Rdson,Rloads,Vin,VF
1520.0323486328125,0.0007293981616385281,0.34371569752693176,0.00016517165931873024,0.19504018127918243,0.21011562645435333,"[3.1020169258117676, 10.16637897491455, 6.108068466186523]",48.250240325927734,1.0542672872543335
1514.312255859375,0.0007274500094354153,0.3271297812461853,0.0001653530343901366,0.19503875076770782,0.20978467166423798,"[3.101270914077759, 10.173730850219727, 6.109170913696289]",48.109012603759766,1.0622994899749756
1513.0784912109375,0.0007263656589202583,0.3183961510658264,0.00016537187912035733,0.1950354129076004,0.21920140087604523,"[3.1011669635772705, 10.174763679504395, 6.109241008758545]",48.080108642578125,1.0620192289352417
1512.7318115234375,0.0007256121025420725,0.31269538402557373,0.0001653817162150517,0.19503246247768402,0.22566966712474823,"[3.101109266281128, 10.175329208374023, 6.109268665313721]",48.06148910522461,1.0600502490997314
1512.6995849609375,0.000725255289580673,0.31064268946647644,0.00016538548516109586,0.19503144919872284,0.22788164019584656,"[3.1010870933532715, 10.175544738769531, 6.109281063079834]",48.05167770385742,1.0562398433685303
1512.6976318359375,0.0007250785129144788,0.3103235065937042,0.00016538631462026387,0.1950313150882721,0.22812315821647644,"[3.1010842323303223, 10.17557430267334, 6.109282970428467]",48.0460319519043,1.0512151718139648
1512.6968994140625,0.0007249360205605626,0.31026798486709595,0.00016538667841814458,0.1950312703847885,0.22807276248931885,"[3.101083755493164, 10.175576210021973, 6.109283924102783]",48.04128646850586,1.0462626218795776
1512.69677734375,0.0007248717593029141,0.31024616956710815,0.00016538682393729687,0.19503125548362732,0.2280462086200714,"[3.1010842323303223, 10.175579071044922, 6.109283924102783]",48.03913879394531,1.0440205335617065
1512.69677734375,0.0007248210604302585,0.31022924184799194,0.0001653869403526187,0.19503125548362732,0.22802487015724182,"[3.1010844707489014, 10.175579071044922, 6.109282970428467]",48.03745651245117,1.042250156402588
1512.6966552734375,0.0007247948669828475,0.31022027134895325,0.00016538701311219484,0.19503125548362732,0.22801384329795837,"[3.1010842323303223, 10.175569534301758, 6.109283924102783]",48.03654098510742,1.0413182973861694
1512.6966552734375,0.0007247886387631297,0.31021833419799805,0.00016538701311219484,0.19503125548362732,0.22801144421100616,"[3.101083755493164, 10.175576210021973, 6.109283924102783]",48.03639221191406,1.0411269664764404
1512.69677734375,0.0007247909088619053,0.3102181851863861,0.0001653870422160253,0.19503121078014374,0.22801145911216736,"[3.101083278656006, 10.175549507141113, 6.109282493591309]",48.03611755371094,1.0410621166229248
1512.69677734375,0.0007247869507409632,0.3102176785469055,0.00016538702766411006,0.19503125548362732,0.2280106246471405,"[3.1010842323303223, 10.175576210021973, 6.109282970428467]",48.036312103271484,1.0410531759262085
1512.6966552734375,0.000724787067156285,0.3102177083492279,0.00016538701311219484,0.19503125548362732,0.2280106246471405,"[3.101083755493164, 10.17557144165039, 6.109283924102783]",48.03630828857422,1.041054368019104
1512.6966552734375,0.0007247863104566932,0.31021764874458313,0.00016538702766411006,0.1950312852859497,0.2280104160308838,"[3.1010842323303223, 10.175579071044922, 6.109286785125732]",48.036346435546875,1.0410526990890503
5842.365234375,0.0007249506888911128,0.3101981282234192,0.00016539091302547604,0.1950218677520752,0.2280069887638092,"[3.1009905338287354, 10.175668716430664, 6.108962059020996]",48.019866943359375,1.041025996208191
5841.23779296875,0.0007249186164699495,0.3101981282234192,0.00016539091302547604,0.1950221061706543,0.2280069887638092,"[3.101011276245117, 10.175668716430664, 6.109004974365234]",48.02300262451172,1.0410274267196655
5840.505859375,0.0007248929468914866,0.3101981282234192,0.00016539091302547604,0.1950221061706543,0.2280069887638092,"[3.101027250289917, 10.175668716430664, 6.109039306640625]",48.025508880615234,1.0410263538360596
5840.025390625,0.0007248726324178278,0.3101969361305237,0.00016539091302547604,0.1950221061706543,0.22800695896148682,"[3.101040840148926, 10.175668716430664, 6.10906982421875]",48.0275764465332,1.0410230159759521
5839.787109375,0.0007248606416396797,0.3101946711540222,0.00016539092757739127,0.1950220763683319,0.22800683975219727,"[3.101047992706299, 10.175668716430664, 6.109086513519287]",48.028812408447266,1.0410195589065552
5839.6259765625,0.0007248522015288472,0.31019237637519836,0.00016539097123313695,0.19502195715904236,0.22800669074058533,"[3.1010520458221436, 10.175668716430664, 6.109098434448242]",48.02961730957031,1.0410164594650269
5839.5390625,0.0007248444017022848,0.3101902902126312,0.00016539105854462832,0.19502174854278564,0.228006511926651,"[3.1010560989379883, 10.175668716430664, 6.109106063842773]",48.03030014038086,1.0410133600234985
5839.50634765625,0.0007248431793414056,0.3101898729801178,0.00016539105854462832,0.19502171874046326,0.2280064821243286,"[3.1010560989379883, 10.175668716430664, 6.10910701751709]",48.0303955078125,1.0410127639770508
5839.50634765625,0.0007248431793414056,0.3101898729801178,0.00016539105854462832,0.19502171874046326,0.2280064821243286,"[3.1010560989379883, 10.175668716430664, 6.10910701751709]",48.0303955078125,1.0410126447677612
5839.50634765625,0.0007248431793414056,0.3101898729801178,0.00016539105854462832,0.19502171874046326,0.2280064821243286,"[3.1010560989379883, 10.175668716430664, 6.10910701751709]",48.0303955078125,1.0410125255584717
5839.50634765625,0.0007248431793414056,0.3101898729801178,0.00016539105854462832,0.19502171874046326,0.2280064821243286,"[3.1010560989379883, 10.175668716430664, 6.10910701751709]",48.0303955078125,1.0410122871398926
5839.50634765625,0.0007248431793414056,0.3101898729801178,0.00016539105854462832,0.19502171874046326,0.2280064821243286,"[3.1010560989379883, 10.175668716430664, 6.10910701751709]",48.0303955078125,1.041012167930603
5839.50634765625,0.0007248431793414056,0.3101898729801178,0.00016539105854462832,0.19502171874046326,0.2280064821243286,"[3.1010560989379883, 10.175668716430664, 6.10910701751709]",48.0303955078125,1.0410120487213135
5839.50634765625,0.0007248431793414056,0.3101898729801178,0.00016539105854462832,0.19502171874046326,0.2280064821243286,"[3.1010560989379883, 10.175668716430664, 6.10910701751709]",48.0303955078125,1.041011929512024
5839.50634765625,0.0007248431793414056,0.3101898729801178,0.00016539105854462832,0.19502171874046326,0.2280064821243286,"[3.1010560989379883, 10.175668716430664, 6.10910701751709]",48.0303955078125,1.0410116910934448
5839.50634765625,0.0007248431793414056,0.3101898729801178,0.00016539105854462832,0.19502171874046326,0.2280064821243286,"[3.1010560989379883, 10.175668716430664, 6.10910701751709]",48.0303955078125,1.0410115718841553
