loss,epoch,optimizer,learning_rate,callbacks,L,RL,C,RC,Rdson,Vin,VF,Rloads1,Rloads2,Rloads3
128601.98630048762,0,Adam,0.001,0,0.0006799998809583485,0.4000000059604645,0.00014999997802078724,0.25,0.25,46.0,1.100000023841858,3.3000001907348633,10.0,6.8000006675720215
91.22169239804758,1000,Adam,0.001,0,0.0007293984526768327,0.33610039949417114,0.00016443541971966624,0.20078922808170319,0.20400971174240112,48.15815734863281,1.053371548652649,3.1003904342651367,10.192583084106445,6.098264217376709
65.73136545387044,2000,Adam,0.001,0,0.0007278790581040084,0.32359814643859863,0.0001645023876335472,0.200794979929924,0.21160250902175903,48.0888671875,1.0557385683059692,3.1000494956970215,10.195929527282715,6.098672389984131
59.656417036889124,3000,Adam,0.001,0,0.00072698068106547,0.3167010545730591,0.0001645155716687441,0.2007918357849121,0.2194763720035553,48.066986083984375,1.0539182424545288,3.099980354309082,10.196634292602539,6.098706245422363
59.12518406798611,4000,Adam,0.001,0,0.000726559606846422,0.3142845332622528,0.00016452089766971767,0.20079083740711212,0.22208894789218903,48.05546951293945,1.049421787261963,3.099954128265381,10.196892738342285,6.098720073699951
59.08028998619595,5000,Adam,0.001,0,0.0007263164734467864,0.31392860412597656,0.00016452246927656233,0.2007906436920166,0.22232367098331451,48.04765701293945,1.0421509742736816,3.0999512672424316,10.196924209594727,6.0987229347229
59.03745773634979,6000,Adam,0.001,0,0.0007260345737449825,0.3138299882411957,0.00016452341515105218,0.2007906287908554,0.22221392393112183,48.03828430175781,1.03233003616333,3.09995174407959,10.196928977966309,6.098723411560059
59.00011138575225,7000,Adam,0.001,0,0.0007257023244164884,0.31372153759002686,0.0001645245065446943,0.20079059898853302,0.2220749706029892,48.0272216796875,1.020702600479126,3.099952459335327,10.196921348571777,6.098723411560059
58.97791606230723,8000,Adam,0.001,0,0.0007253774674609303,0.31361621618270874,0.00016452545241918415,0.2007906287908554,0.22193902730941772,48.01654052734375,1.0093790292739868,3.0999526977539062,10.196941375732422,6.098724842071533
58.98936675334083,9000,Adam,0.001,0,0.0007251381175592542,0.31353968381881714,0.00016452593263238668,0.20079080760478973,0.22184030711650848,48.00946807861328,1.001327395439148,3.099958658218384,10.19704818725586,6.098730087280273
59.198103666508274,10000,Adam,0.001,0,0.0007250205962918699,0.31350162625312805,0.00016452577256131917,0.20079153776168823,0.22179192304611206,48.00690460205078,0.9977005124092102,3.1000025272369385,10.197266578674316,6.098753929138184
59.10161246488842,0,LBFGS,1.0,0,0.0007250205962918699,0.31350162625312805,0.00016452577256131917,0.20079153776168823,0.22179192304611206,48.00690460205078,0.9977005124092102,3.1000025272369385,10.197266578674316,6.098753929138184
59.10161246488842,1,LBFGS,1.0,0,0.0007250441121868789,0.3135048449039459,0.00016452593263238668,0.200790673494339,0.22179339826107025,48.00526809692383,0.9976986050605774,3.09995174407959,10.196921348571777,6.098724365234375
