loss,L,RL,C,RC,Rdson,Rloads,Vin,VF,learning_rate,optimizer,epoch,callbacks
2051.814997755498,0.0006800000555813313,0.4000000059604645,0.0001500000071246177,0.25,0.25,"[3.3000001907348633, 10.0, 6.8000006675720215]",46.0,1.100000023841858,0.001,Adam,0,0
757.3973448518346,0.0007284796447493136,0.34331411123275757,0.0001661064598010853,0.1891731321811676,0.21165958046913147,"[3.1031010150909424, 10.142370223999023, 6.117161750793457]",48.25535202026367,1.0545111894607544,0.001,Adam,1000,0
756.5917621727689,0.0007263116422109306,0.3253830671310425,0.000166279191034846,0.18909533321857452,0.21302635967731476,"[3.102393388748169, 10.149750709533691, 6.118319988250732]",48.10927963256836,1.0604405403137207,0.001,Adam,2000,0
756.3722599844319,0.0007249276386573911,0.31502220034599304,0.0001662979047978297,0.18908897042274475,0.22432994842529297,"[3.1022794246673584, 10.150885581970215, 6.1183929443359375]",48.07270431518555,1.0564266443252563,0.001,Adam,3000,0
756.3073277235645,0.0007238515536300838,0.3080492317676544,0.0001663084258325398,0.18908408284187317,0.2320900708436966,"[3.1022109985351562, 10.151570320129395, 6.118427753448486]",48.04454803466797,1.0483388900756836,0.001,Adam,4000,0
756.299135018736,0.0007231533527374268,0.3054060935974121,0.00016631267499178648,0.18908235430717468,0.23472075164318085,"[3.1021833419799805, 10.151833534240723, 6.118443965911865]",48.02372741699219,1.0346704721450806,0.001,Adam,5000,0
756.2961140708915,0.0007225387962535024,0.3048704266548157,0.0001663137081777677,0.18908201158046722,0.23486211895942688,"[3.1021792888641357, 10.151872634887695, 6.118448257446289]",48.003536224365234,1.0146187543869019,0.001,Adam,6000,0
756.2929652274158,0.0007217915263026953,0.30462348461151123,0.00016631426115054637,0.1890818476676941,0.23454728722572327,"[3.102179765701294, 10.151872634887695, 6.118449687957764]",47.978580474853516,0.9884275197982788,0.001,Adam,7000,0
756.2912582079696,0.0007212874479591846,0.3044646978378296,0.0001663146395003423,0.18908175826072693,0.23432557284832,"[3.1021792888641357, 10.151872634887695, 6.118451118469238]",47.96173095703125,0.970713198184967,0.0005,Adam,8000,0
756.2897370680699,0.0007207051967270672,0.304282009601593,0.00016631506150588393,0.18908165395259857,0.23406942188739777,"[3.1021792888641357, 10.151870727539062, 6.118452072143555]",47.94227981567383,0.9502683877944946,0.0005,Adam,9000,0
756.2886001362185,0.0007200809195637703,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92144775390625,0.928345263004303,0.0005,Adam,10000,0
756.2885991755027,0.0007200809195637703,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92144775390625,0.928345263004303,1.0,LBFGS,0,0
756.2885991755027,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283450841903687,1.0,LBFGS,1,0
756.2885990255405,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283450245857239,1.0,LBFGS,2,0
756.2885990232493,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283449649810791,1.0,LBFGS,3,0
756.2885990209594,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283449649810791,1.0,LBFGS,4,0
756.2885990209594,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283449053764343,1.0,LBFGS,5,0
756.2885990186703,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283448457717896,1.0,LBFGS,6,0
756.2885990163822,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283447861671448,1.0,LBFGS,7,0
756.2885990140952,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283447265625,1.0,LBFGS,8,0
756.2885990118091,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283446669578552,1.0,LBFGS,9,0
756.2885990095244,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283446073532104,1.0,LBFGS,10,0
756.2885990072404,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283446073532104,1.0,LBFGS,11,0
756.2885990072404,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283445477485657,1.0,LBFGS,12,0
756.2885990049574,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283444881439209,1.0,LBFGS,13,0
756.2885990026756,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283444285392761,1.0,LBFGS,14,0
756.2885990003945,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283443689346313,1.0,LBFGS,15,0
756.2885989981149,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283443093299866,1.0,LBFGS,16,0
756.2885989958361,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283442497253418,1.0,LBFGS,17,0
756.2885989935581,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283442497253418,1.0,LBFGS,18,0
756.2885989935581,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283441305160522,1.0,LBFGS,19,0
756.288598989006,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283441305160522,1.0,LBFGS,20,0
756.288598989006,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283440709114075,1.0,LBFGS,21,0
756.2885989867314,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283440113067627,1.0,LBFGS,22,0
756.2885989844576,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283439517021179,1.0,LBFGS,23,0
756.288598982185,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283438920974731,1.0,LBFGS,24,0
756.2885989799133,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283438920974731,1.0,LBFGS,25,0
756.2885989799133,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283437728881836,1.0,LBFGS,26,0
756.2885989753731,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283437728881836,1.0,LBFGS,27,0
756.2885989753731,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283437132835388,1.0,LBFGS,28,0
756.2885989731052,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.928343653678894,1.0,LBFGS,29,0
756.2885989708375,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283435940742493,1.0,LBFGS,30,0
756.288598968571,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283435344696045,1.0,LBFGS,31,0
756.2885989663056,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283434748649597,1.0,LBFGS,32,0
756.2885989640413,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283434152603149,1.0,LBFGS,33,0
756.288598961778,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283434152603149,1.0,LBFGS,34,0
756.288598961778,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283433556556702,1.0,LBFGS,35,0
756.2885989595158,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283432960510254,1.0,LBFGS,36,0
756.2885989572541,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283432364463806,1.0,LBFGS,37,0
756.2885989549939,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283431768417358,1.0,LBFGS,38,0
756.2885989527346,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283431172370911,1.0,LBFGS,39,0
756.2885989504766,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283430576324463,1.0,LBFGS,40,0
756.2885989482193,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283430576324463,1.0,LBFGS,41,0
756.2885989482193,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283429980278015,1.0,LBFGS,42,0
756.288598945963,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283429384231567,1.0,LBFGS,43,0
756.2885989437079,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.928342878818512,1.0,LBFGS,44,0
756.2885989414535,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283428192138672,1.0,LBFGS,45,0
756.2885989392008,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283427596092224,1.0,LBFGS,46,0
756.2885989369488,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283427000045776,1.0,LBFGS,47,0
756.2885989346978,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283427000045776,1.0,LBFGS,48,0
756.2885989346978,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283426403999329,1.0,LBFGS,49,0
756.288598932448,0.0007200812106020749,0.3040863871574402,0.00016631549806334078,0.18908154964447021,0.23379449546337128,"[3.102179765701294, 10.151867866516113, 6.1184539794921875]",47.92143249511719,0.9283425807952881,1.0,LBFGS,50,0
