loss,L,RL,C,RC,Rdson,Rloads,Vin,VF,learning_rate,optimizer,epoch
255472.5,0.0006800000555813313,0.4000000059604645,0.0001500000071246177,0.25,0.25,"[3.3000001907348633, 10.0, 6.8000006675720215]",46.0,1.100000023841858,0.001,Adam,0
154.415283203125,0.0007286386098712683,0.3301067650318146,0.00016448237875010818,0.20079755783081055,0.20509621500968933,"[3.1001479625701904, 10.194947242736816, 6.098604202270508]",48.1114387512207,1.0539836883544922,0.001,Adam,1000
122.07601928710938,0.000727217411622405,0.31865406036376953,0.00016450944531243294,0.20079419016838074,0.21728408336639404,"[3.100001811981201, 10.1964111328125, 6.098704814910889]",48.07283401489258,1.0537878274917603,0.001,Adam,2000
119.06297302246094,0.000726608675904572,0.31450921297073364,0.00016451736155431718,0.20079252123832703,0.22187474370002747,"[3.099956750869751, 10.196853637695312, 6.098727226257324]",48.05696105957031,1.0501939058303833,0.001,Adam,3000
118.96906280517578,0.0007263646111823618,0.3139741122722626,0.00016451877309009433,0.2007923126220703,0.22232583165168762,"[3.09995174407959, 10.196907043457031, 6.098731517791748]",48.04932403564453,1.0437088012695312,0.001,Adam,4000
118.90523529052734,0.0007261161226779222,0.3138829469680786,0.00016451944247819483,0.20079226791858673,0.222233846783638,"[3.099951982498169, 10.196907043457031, 6.098731517791748]",48.04107666015625,1.0350654125213623,0.001,Adam,5000
118.85494995117188,0.0007258374826051295,0.3137917220592499,0.0001645201991777867,0.20079223811626434,0.22211775183677673,"[3.099952459335327, 10.196908950805664, 6.098732948303223]",48.03180694580078,1.025326132774353,0.001,Adam,6000
119.31731414794922,0.0007256215903908014,0.3137149214744568,0.00016452123236376792,0.2007918804883957,0.22202293574810028,"[3.0999372005462646, 10.196500778198242, 6.098721981048584]",48.020751953125,1.0166276693344116,0.001,Adam,7000
118.82302856445312,0.0007254364318214357,0.31366050243377686,0.00016452129057142884,0.20079226791858673,0.22195041179656982,"[3.09995174407959, 10.196908950805664, 6.098733901977539]",48.01841735839844,1.0112842321395874,0.001,Adam,8000
119.9945297241211,0.0007253250805661082,0.3136279284954071,0.00016451961710117757,0.20079390704631805,0.22191055119037628,"[3.100076198577881, 10.197699546813965, 6.098782539367676]",48.020442962646484,1.0093934535980225,0.001,Adam,9000
118.82347869873047,0.0007253703661262989,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192299365997314,"[3.099961519241333, 10.19693374633789, 6.098736763000488]",48.016414642333984,1.009046196937561,0.001,Adam,10000
118.82398986816406,0.0007253703661262989,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192299365997314,"[3.099961519241333, 10.19693374633789, 6.098736763000488]",48.016414642333984,1.009046196937561,1.0,LBFGS,0
118.82398986816406,0.0007253721123561263,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192296385765076,"[3.0999600887298584, 10.19693374633789, 6.098736763000488]",48.01628494262695,1.009046196937561,1.0,LBFGS,1
118.82238006591797,0.0007253721123561263,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192296385765076,"[3.0999600887298584, 10.19693374633789, 6.098736763000488]",48.01628494262695,1.009046196937561,1.0,LBFGS,2
118.82238006591797,0.0007253721123561263,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192296385765076,"[3.0999600887298584, 10.19693374633789, 6.098736763000488]",48.01628494262695,1.009046196937561,1.0,LBFGS,3
118.82238006591797,0.0007253721123561263,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192296385765076,"[3.0999600887298584, 10.19693374633789, 6.098736763000488]",48.01628494262695,1.009046196937561,1.0,LBFGS,4
118.82238006591797,0.0007253721123561263,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192296385765076,"[3.0999600887298584, 10.19693374633789, 6.098736763000488]",48.01628494262695,1.009046196937561,1.0,LBFGS,5
118.82238006591797,0.0007253721123561263,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192296385765076,"[3.0999600887298584, 10.19693374633789, 6.098736763000488]",48.01628494262695,1.009046196937561,1.0,LBFGS,6
118.82238006591797,0.0007253721123561263,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192296385765076,"[3.0999600887298584, 10.19693374633789, 6.098736763000488]",48.01628494262695,1.009046196937561,1.0,LBFGS,7
118.82238006591797,0.0007253721123561263,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192296385765076,"[3.0999600887298584, 10.19693374633789, 6.098736763000488]",48.01628494262695,1.009046196937561,1.0,LBFGS,8
118.82238006591797,0.0007253721123561263,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192296385765076,"[3.0999600887298584, 10.19693374633789, 6.098736763000488]",48.01628494262695,1.009046196937561,1.0,LBFGS,9
118.82238006591797,0.0007253721123561263,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192296385765076,"[3.0999600887298584, 10.19693374633789, 6.098736763000488]",48.01628494262695,1.009046196937561,1.0,LBFGS,10
118.82238006591797,0.0007253721123561263,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192296385765076,"[3.0999600887298584, 10.19693374633789, 6.098736763000488]",48.01628494262695,1.009046196937561,1.0,LBFGS,11
118.82238006591797,0.0007253721123561263,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192296385765076,"[3.0999600887298584, 10.19693374633789, 6.098736763000488]",48.01628494262695,1.009046196937561,1.0,LBFGS,12
118.82238006591797,0.0007253721123561263,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192296385765076,"[3.0999600887298584, 10.19693374633789, 6.098736763000488]",48.01628494262695,1.009046196937561,1.0,LBFGS,13
118.82238006591797,0.0007253721123561263,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192296385765076,"[3.0999600887298584, 10.19693374633789, 6.098736763000488]",48.01628494262695,1.009046196937561,1.0,LBFGS,14
118.82238006591797,0.0007253721123561263,0.31363892555236816,0.0001645213196752593,0.2007923573255539,0.22192296385765076,"[3.0999600887298584, 10.19693374633789, 6.098736763000488]",48.01628494262695,1.009046196937561,1.0,LBFGS,15
