loss,L,RL,C,RC,Rdson,Rloads,Vin,VF,learning_rate,optimizer,epoch
4103.39501953125,0.0006800000555813313,0.4000000059604645,0.0001500000071246177,0.25,0.25,"[3.3000001907348633, 10.0, 6.8000006675720215]",46.0,1.100000023841858,0.001,Adam,0
1515.3758544921875,0.0007285673054866493,0.3434738516807556,0.0001658941328059882,0.18928168714046478,0.2120085209608078,"[3.1030783653259277, 10.141915321350098, 6.117573261260986]",48.26033401489258,1.0569552183151245,0.001,Adam,1000
1513.7955322265625,0.0007265449967235327,0.325713574886322,0.00016605657583568245,0.18920570611953735,0.21378640830516815,"[3.1023857593536377, 10.149113655090332, 6.118698596954346]",48.121456146240234,1.0673413276672363,0.001,Adam,2000
1513.390625,0.0007254036027006805,0.31578299403190613,0.00016607451834715903,0.18919973075389862,0.22467413544654846,"[3.1022720336914062, 10.15023136138916, 6.118772029876709]",48.09215545654297,1.0702714920043945,0.001,Adam,3000
1513.2913818359375,0.0007247122703120112,0.3097155690193176,0.0001660837879171595,0.18919560313224792,0.2315559834241867,"[3.1022095680236816, 10.150854110717773, 6.118804931640625]",48.07556915283203,1.0722002983093262,0.001,Adam,4000
1513.2843017578125,0.0007244959706440568,0.3077908158302307,0.0001660868729231879,0.18919432163238525,0.23369593918323517,"[3.1021878719329834, 10.151063919067383, 6.1188178062438965]",48.0701904296875,1.072924256324768,0.001,Adam,5000
1513.2841796875,0.0007244730950333178,0.3075732886791229,0.00016608725127298385,0.18919415771961212,0.23393777012825012,"[3.1021852493286133, 10.15108871459961, 6.118819713592529]",48.06963348388672,1.0730701684951782,0.001,Adam,6000
1513.2843017578125,0.0007244732696563005,0.3075706958770752,0.00016608726582489908,0.18919415771961212,0.23394152522087097,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.069644927978516,1.0730867385864258,0.0005,Adam,7000
1513.2843017578125,0.0007244733860716224,0.307569682598114,0.00016608726582489908,0.18919414281845093,0.23394258320331573,"[3.1021852493286133, 10.15108871459961, 6.118819713592529]",48.06964874267578,1.0730953216552734,0.0005,Adam,8000
1513.2843017578125,0.0007244733860716224,0.3075696527957916,0.0001660872803768143,0.18919414281845093,0.23394258320331573,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.073095440864563,0.0005,Adam,9000
1513.2843017578125,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,0.00025,Adam,10000
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,0
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,1
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,2
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,3
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,4
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,5
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,6
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,7
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,8
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,9
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,10
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,11
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,12
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,13
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,14
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,15
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,16
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,17
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,18
1513.2841796875,0.0007244733860716224,0.30756956338882446,0.0001660872803768143,0.18919414281845093,0.2339426726102829,"[3.1021852493286133, 10.15108585357666, 6.118819713592529]",48.06964874267578,1.0730957984924316,1.0,LBFGS,19
